VIN,CustomerID,Start_date,Labor_fee,Description,Complete_date,Odometer,Username
JFV8SJWZ8LP113703,168,2021-8-22,66.35,install parking sensors; adjust reverse tilt mirrors; ,2021-8-28,179474,user12
JGJDNZFK42R045945,63,2020-6-4,69.5,check drive axle boots; install parking sensors; ,2020-8-15,275601,user13
JGJDNZFK42R045945,81,2020-10-17,1181.53,replace water pump; install parking sensors; ,2020-11-2,842410,user15
JGJDNZFK42R045945,135,2020-11-22,625.52,attach seat extension; replace timing belt tensioner; ,2020-12-2,936124,user17
JGJDNZFK42R045945,90,2020-12-18,1251.04,adjust adaptive cruise control; attach spoiler; ,2021-1-4,1066440,roland
JGJDNZFK42R045945,13,2021-5-18,208.51,set up gyro sensor; adjust regenerative braking; ,2021-6-14,1867751,user12
JGJDNZFK42R045945,26,2021-6-30,4309.12,replace liftgate window; adjust regenerative braking; ,2021-9-17,2020499,user29
JN60KNMSBK2322558,130,2021-3-20,72.89,install separate rear audio; install intelligent alternator; ,2021-3-23,122241,user30
JN60KNMSBK2322558,166,2021-5-7,255.12,adjust accelerator pedal linkage; adjust retractable mirrors; ,2021-5-23,280375,user15
JN60KNMSBK2322558,186,2021-5-30,145.78,configure audio remote control; reduce blind spot; ,2021-6-14,302807,user13
JN60KNMSBK2322558,145,2021-6-21,18.22,improve cylinder configuration; attach exterior camera; ,2021-6-22,310908,roland
JN60KNMSBK2322558,194,2021-7-7,18.22,change memory settings of the onboard computer; ,2021-7-30,410880,user29
JN60KNMSBK2322558,2,2021-8-3,218.68,fix broken tow hooks; change brake linings; ,2021-8-14,416392,user12
JN60KNMSBK2322558,185,2021-8-15,18.22,change memory settings of the onboard computer; upgrade navigation system; ,2021-8-16,422723,roland
JN60KNMSBK2322558,133,2021-8-20,72.89,prevent fuel pump shutoff; ,2021-8-23,460028,user17
JN60KNMSBK2322558,9,2021-8-29,182.23,improve cylinder configuration; correct abs; ,2021-9-7,471264,user15
JO02RNGT1O8396523,56,2020-7-7,1523.49,prevent fuel pump shutoff; replace radiator hoses; ,2020-9-6,471538,user33
JO02RNGT1O8396523,141,2020-9-18,589.74,change memory settings of the onboard computer; reduce fuel consumption; ,2020-10-12,566804,user30
JO02RNGT1O8396523,157,2020-11-19,1425.2,configure audio remote control; replace water pump; ,2021-1-16,689119,user15
JO02RNGT1O8396523,181,2021-1-22,122.86,install optional equipment; set up satellite radio; ,2021-1-27,705970,user15
JO02RNGT1O8396523,46,2021-4-15,98.29,reconfigure service reminder light; ,2021-4-28,743243,user15
JO02RNGT1O8396523,173,2021-4-29,98.29,install roof spoiler; correct abs; ,2021-5-14,748411,user15
JO02RNGT1O8396523,29,2021-7-20,73.72,fix steering damper; ,2021-7-28,1409774,user17
JOWEZ54DY63622106,18,2021-4-4,235.02,install turbocharger; reduce blind spot; ,2021-4-29,42637,user29
JOWEZ54DY63622106,171,2021-6-11,117.51,fix power activated release; change oil filter; ,2021-6-20,103524,user30
JOWEZ54DY63622106,62,2021-7-2,505.29,install intelligent alternator; ,2021-9-4,143331,user17
JOX151ZR3GE955194,148,2021-5-28,50.37,fix rear hvac; ,2021-6-2,115007,user17
JOX151ZR3GE955194,137,2021-6-25,40.3,replace serpentine belt; repair direct injection system; ,2021-7-23,287544,user12
JOX151ZR3GE955194,75,2021-8-14,30.22,replace diverter valve; replace ace filter; ,2021-8-16,302579,user30
JOX151ZR3GE955194,91,2021-8-18,20.15,adjust regenerative braking; remove oversteer; ,2021-9-2,324577,user15
JOX151ZR3GE955194,49,2021-9-8,40.3,install roof spoiler; attach exterior camera; ,2021-9-15,392896,user30
JQNHRUG2454456763,155,2021-5-19,313.88,change timing belt; replace diverter valve; ,2021-6-20,129127,user12
JQNHRUG2454456763,79,2021-6-22,286.59,check drive axle boots; adjust turn signals; ,2021-9-21,144974,user33
JS3TNLHZADY983948,52,2020-10-28,402.97,repair seatbelt force limiters; adjust accelerator pedal linkage; ,2020-11-16,40110,user13
JS3TNLHZADY983948,41,2020-11-22,339.34,change suspension fluid; change speaker configuration; ,2020-12-24,70140,user17
JS3TNLHZADY983948,32,2021-2-3,593.85,install active pedestrian protection system; improve engine performance; ,2021-3-10,420797,user17
JS3TNLHZADY983948,145,2021-3-25,254.51,fix rear defroster; change steering rack; ,2021-4-7,533461,user12
JS3TNLHZADY983948,120,2021-4-24,933.19,change air conditioner refrigerant; ,2021-6-20,676530,user33
JS3TNLHZADY983948,148,2021-7-10,169.67,fix steering damper; reduce blind spot; ,2021-9-1,858424,roland
JTQ8ES8FFQS897370,88,2021-2-15,76.63,install intelligent alternator; prevent fuel pump shutoff; ,2021-2-21,177224,user30
JTQ8ES8FFQS897370,20,2021-3-9,102.17,change steering rack; improve engine performance; ,2021-3-20,249352,user33
JTQ8ES8FFQS897370,183,2021-4-25,51.08,install curtain airbags; set up satellite radio; ,2021-5-11,368902,user29
JTQ8ES8FFQS897370,115,2021-5-31,127.71,install anti-theft alarm; attach exterior camera; ,2021-6-24,602308,user33
JTQ8ES8FFQS897370,148,2021-6-25,12.77,improve cylinder configuration; improve cylinder configuration; ,2021-6-25,613083,user29
JTQ8ES8FFQS897370,93,2021-7-15,76.63,replace steering column lock; repair shiftable automatic transmission; ,2021-7-28,782829,user15
JYK127G1ZR6964275,196,2020-11-21,1364.9,change speaker configuration; adjust hybrid performance; ,2021-1-13,159476,user33
JYK127G1ZR6964275,26,2021-3-23,1405.04,replace liftgate window; ,2021-5-5,580924,user12
JYK127G1ZR6964275,149,2021-5-31,281.01,replace steering column lock; fix sunroof; ,2021-6-6,827677,user17
JYK127G1ZR6964275,69,2021-6-28,1605.76,fix external temperature display; ,2021-8-25,864542,user29
JYOF3P3XBEW904056,36,2021-3-16,268.18,reduce blind spot; check drive axle boots; ,2021-3-29,211700,user33
JYOF3P3XBEW904056,24,2021-4-17,20.63,change suspension fluid; replace steering column lock; ,2021-4-25,299009,user33
JYOF3P3XBEW904056,24,2021-5-17,41.26,install parking sensors; ,2021-5-21,406409,user17
JYOF3P3XBEW904056,10,2021-5-22,722.01,fix ventilated seats; change steering rack; ,2021-7-4,415846,user30
JYOF3P3XBEW904056,167,2021-9-4,61.89,reduce carbon footprint; adjust running boards; ,2021-9-24,835096,user17
K1LNBMVU8BB464447,56,2020-10-7,1167.97,fix air filter restriction indicator; replace brake pedal spring; ,2021-2-15,75691,user15
K1LNBMVU8BB464447,159,2021-2-25,53.09,repair shiftable automatic transmission; install curtain airbags; ,2021-2-26,80963,user15
K1LNBMVU8BB464447,56,2021-3-18,53.09,configure universal remote control; change brake linings; ,2021-4-10,240522,user13
K1LNBMVU8BB464447,34,2021-4-23,1327.24,adjust ignition timing; set up auto-delay headlights; ,2021-7-10,327291,user33
K1LNBMVU8BB464447,107,2021-8-7,53.09,fix steering damper; install turbocharger; ,2021-8-11,557976,user33
K1LNBMVU8BB464447,187,2021-9-15,132.72,add knee airbags; change speaker configuration; ,2021-9-25,767784,user30
K2M25QOYYPY944058,179,2021-4-22,23.54,replace stabilizer bar; adjust reverse tilt mirrors; ,2021-4-23,83774,user33
K2M25QOYYPY944058,72,2021-5-5,164.79,correct abs; adjust turn signals; ,2021-6-10,134890,roland
K2M25QOYYPY944058,151,2021-6-11,70.62,check drive axle boots; ,2021-6-16,144489,roland
K2M25QOYYPY944058,119,2021-6-20,11.77,set up satellite radio; fix nvh dampening system; ,2021-6-24,153214,user30
K2M25QOYYPY944058,117,2021-6-25,188.33,adjust block heater; improve engine performance; ,2021-7-11,163248,user12
K2M25QOYYPY944058,150,2021-7-15,35.31,replace brake pedal spring; ,2021-7-29,196360,user17
K2M25QOYYPY944058,31,2021-8-1,129.48,repair seatbelt force limiters; install separate rear audio; ,2021-8-17,201763,user29
K2M25QOYYPY944058,50,2021-8-28,35.31,add knee airbags; fix nvh dampening system; ,2021-8-30,303072,user33
K2M25QOYYPY944058,77,2021-8-31,35.31,adjust accelerator pedal linkage; install smoked glass; ,2021-9-25,313722,user15
K3E7PBHMZQD422776,95,2020-6-14,2075.41,replace ace filter; change brake linings; ,2020-9-18,1705318,user30
K3E7PBHMZQD422776,187,2020-11-29,1135.6,make polarization coating; fix nvh dampening system; ,2021-3-7,1904628,user17
K3E7PBHMZQD422776,35,2021-3-21,39.16,install anti-theft alarm; refurbish power steering; ,2021-3-21,1983664,user33
K3E7PBHMZQD422776,163,2021-4-4,313.27,refurbish power steering; adjust block heater; ,2021-4-19,2089363,user17
K3E7PBHMZQD422776,130,2021-5-18,39.16,fix rear hvac; change memory settings of the onboard computer; ,2021-5-18,2171582,user33
K3E7PBHMZQD422776,13,2021-6-28,117.48,install on-board diagnosis system; install curtain airbags; ,2021-7-2,2453510,roland
KABPXCO5NG6346564,103,2021-7-9,2933.14,change timing belt; adjust running boards; ,2021-9-6,245923,roland
KBXXCK3OQ7B192491,3,2021-3-23,27.66,change air conditioner refrigerant; install curtain airbags; ,2021-4-7,357827,user30
KBXXCK3OQ7B192491,100,2021-6-9,27.66,fix external temperature display; install separate rear audio; ,2021-6-22,1078776,roland
KBXXCK3OQ7B192491,35,2021-7-6,470.24,install optional equipment; change purge valve; ,2021-9-21,1124580,user12
KDDOFMA5505536025,68,2021-5-15,68.11,correct abs; fix cylinder head bolts; ,2021-5-24,83946,user17
KDDOFMA5505536025,130,2021-5-28,147.58,repair shiftable automatic transmission; improve engine performance; ,2021-6-15,106266,user15
KDDOFMA5505536025,47,2021-6-21,34.06,adjust reverse tilt mirrors; ,2021-6-23,156456,user29
KDDOFMA5505536025,9,2021-7-1,34.06,change wheel cylinders; improve engine performance; ,2021-7-3,204628,user12
KDDOFMA5505536025,16,2021-7-5,102.17,prevent fuel pump shutoff; replace radiator core & ac condenser; ,2021-7-18,205151,user17
KDDOFMA5505536025,196,2021-8-15,136.23,adjust accelerator pedal linkage; install dusk-sensing headlights; ,2021-8-26,281713,user29
KDDOFMA5505536025,180,2021-9-3,11.35,fix a-pillar; install curtain airbags; ,2021-9-21,317396,user17
KEJ5NNEZM57998731,177,2021-5-20,16.59,install dusk-sensing headlights; repair direct injection system; ,2021-5-31,46598,user29
KEJ5NNEZM57998731,161,2021-6-25,49.77,set up satellite radio; adjust block heater; ,2021-6-27,250130,user17
KEJ5NNEZM57998731,4,2021-7-8,16.59,change air conditioner refrigerant; ,2021-7-9,353861,user29
KEJ5NNEZM57998731,19,2021-7-11,16.59,adjust low fuel warning indicator; change purge valve; ,2021-7-14,355909,user29
KEJ5NNEZM57998731,139,2021-7-24,232.24,improve cylinder configuration; attach spoiler; ,2021-8-9,390655,roland
KEJ5NNEZM57998731,84,2021-8-24,16.59,reduce carbon footprint; ,2021-8-24,409487,user29
KEJ5NNEZM57998731,35,2021-9-9,16.59,replace brake pedal spring; set up satellite radio; ,2021-9-11,512983,user15
KEJ5NNEZM57998731,54,2021-9-13,165.88,install curtain airbags; ,2021-9-24,529751,user17
KFDWFBUV5X0109490,123,2020-11-4,189.79,fix solar sunroof; fix cylinder head bolts; ,2020-11-23,202771,user12
KFDWFBUV5X0109490,195,2021-1-2,105.44,repair seatbelt force limiters; ,2021-1-9,240994,user13
KFDWFBUV5X0109490,158,2021-3-4,337.41,replace fuel filter; ,2021-3-19,780971,user13
KFDWFBUV5X0109490,186,2021-4-7,63.26,change purge valve; reconfigure service reminder light; ,2021-5-3,979305,user29
KFDWFBUV5X0109490,12,2021-6-6,84.35,replace water pump; ,2021-8-7,1076673,user29
KFDWFBUV5X0109490,96,2021-8-22,63.26,remove oversteer; ,2021-8-27,1082116,user15
KQNPAEA80G5480328,198,2021-4-23,867.09,set up auto-delay headlights; install parking sensors; ,2021-6-14,73219,user29
KQNPAEA80G5480328,176,2021-9-14,476.9,install anti-theft alarm; ,2021-9-25,587250,roland
KRS3DYJP4LD943857,111,2020-12-1,52.94,replace crankcase ventilation filter; fix steering damper; ,2020-12-3,245219,user15
KRS3DYJP4LD943857,42,2020-12-9,123.53,improve cylinder configuration; ,2020-12-30,307862,roland
KRS3DYJP4LD943857,67,2021-2-2,35.29,change memory settings of the onboard computer; fix power activated release; ,2021-2-3,567825,user12
KRS3DYJP4LD943857,134,2021-2-26,88.24,install on-board diagnosis system; adjust reverse tilt mirrors; ,2021-3-2,831936,roland
KRS3DYJP4LD943857,122,2021-3-25,300,adjust turn signals; replace brake pedal spring; ,2021-4-17,844388,user12
KRS3DYJP4LD943857,45,2021-4-27,511.77,adjust low fuel warning indicator; install vanity mirrors; ,2021-6-24,927484,user15
KRS3DYJP4LD943857,140,2021-6-30,194.12,replace tail lights; change coolant; ,2021-7-12,931902,user29
KRS3DYJP4LD943857,57,2021-8-30,211.77,adjust low fuel warning indicator; repair shiftable automatic transmission; ,2021-9-16,1359605,user15
KSLB3XMCCOW534879,189,2021-5-1,17.48,fix a-pillar; adjust climate control; ,2021-5-1,47039,user12
KSLB3XMCCOW534879,106,2021-5-4,122.37,replace ace filter; change wheel cylinders; ,2021-5-11,62223,user13
KSLB3XMCCOW534879,115,2021-6-10,122.37,fix steering damper; repair direct injection system; ,2021-6-18,232969,user15
KSLB3XMCCOW534879,46,2021-7-14,34.96,set up gyro sensor; replace fuel filter; ,2021-7-24,406834,user33
KSLB3XMCCOW534879,191,2021-7-28,87.41,replace catalytic converter; reduce fuel consumption; ,2021-8-16,415336,user30
KSLB3XMCCOW534879,52,2021-8-23,87.41,upgrade navigation system; install optional equipment; ,2021-9-6,426746,user17
KTIZ8OU6F5U976916,95,2021-2-19,32.95,adjust adaptive cruise control; attach seat extension; ,2021-2-21,148638,roland
KTIZ8OU6F5U976916,112,2021-2-25,280.08,replace liftgate window; fix cylinder head bolts; ,2021-4-4,172881,user30
KTIZ8OU6F5U976916,92,2021-4-16,148.28,change timing belt; fix power activated release; ,2021-5-7,295495,user33
KTIZ8OU6F5U976916,152,2021-5-24,16.48,replace tail lights; replace water pump; ,2021-5-25,426364,user30
KTIZ8OU6F5U976916,12,2021-6-8,16.48,adjust traction control system; fix solar sunroof; ,2021-6-21,430964,user15
KTIZ8OU6F5U976916,177,2021-6-26,494.26,install parking sensors; adjust reverse tilt mirrors; ,2021-8-9,441082,user13
KTIZ8OU6F5U976916,16,2021-8-16,164.75,make polarization coating; change air conditioner refrigerant; ,2021-9-23,491365,user15
KW7MS4N3N71094103,60,2021-8-25,656.13,make polarization coating; change brake linings; ,2021-9-9,1708188,user33
KZO7LZXJXNR771606,97,2021-5-5,66.23,fix rear hvac; change pcv filter/pcv valve; ,2021-5-12,428917,roland
KZO7LZXJXNR771606,3,2021-5-19,198.7,adjust block heater; replace tail lights; ,2021-6-3,480825,user15
KZO7LZXJXNR771606,16,2021-6-5,16.56,set up satellite radio; install vanity mirrors; ,2021-6-11,490711,user17
KZO7LZXJXNR771606,151,2021-6-13,66.23,fix steering damper; adjust reverse tilt mirrors; ,2021-6-19,496023,user13
KZO7LZXJXNR771606,25,2021-6-21,364.28,change timing belt; ,2021-7-25,497745,user29
KZO7LZXJXNR771606,26,2021-8-6,66.23,change coolant; adjust running boards; ,2021-8-9,526905,user30
KZO7LZXJXNR771606,36,2021-8-23,16.56,attach exterior camera; fix ventilated seats; ,2021-8-23,652461,user12
KZO7LZXJXNR771606,164,2021-8-30,182.14,attach seat extension; change brake linings; ,2021-9-9,665294,user29
KZO7LZXJXNR771606,26,2021-9-17,49.67,adjust running boards; fix deceleration system; ,2021-9-20,694787,user30
L0FICXE1E74826637,103,2021-4-9,375.46,replace ace filter; attach spoiler; ,2021-5-14,17656,user33
L0FICXE1E74826637,81,2021-5-31,83.44,fix nvh dampening system; install smoked glass; ,2021-6-9,167426,user30
L0FICXE1E74826637,184,2021-7-17,27.81,configure universal remote control; adjust seat belts tension; ,2021-7-19,573455,user33
L0FICXE1E74826637,21,2021-9-10,55.62,adjust hybrid performance; replace steering column lock; ,2021-9-16,1153081,roland
LACZ7FVB5IL005861,92,2020-11-15,2912.66,change steering rack; change pcv filter/pcv valve; ,2021-2-5,89418,user13
LACZ7FVB5IL005861,182,2021-2-28,3542.42,replace radiator hoses; attach seat extension; ,2021-6-3,315242,user15
LDAX8MS7ZMA980634,129,2020-10-12,23.75,repair cooled seats; ,2020-10-14,41784,user30
LDAX8MS7ZMA980634,179,2020-10-24,166.23,replace fuel filter; adjust reverse tilt mirrors; ,2020-11-6,128495,user33
LDAX8MS7ZMA980634,86,2020-11-24,166.23,set up satellite radio; adjust ignition timing; ,2021-1-2,313186,user12
LDAX8MS7ZMA980634,4,2021-2-5,106.86,replace stabilizer bar; adjust adaptive cruise control; ,2021-3-14,545125,user33
LDAX8MS7ZMA980634,195,2021-6-10,296.84,fix solar sunroof; adjust accelerator pedal linkage; ,2021-7-4,1584309,user15
LDAX8MS7ZMA980634,106,2021-8-26,201.85,set up gyro sensor; ,2021-9-21,2195012,user15
LDMZ4BXPWOE239230,70,2021-5-2,34.01,add heated windshield; fix solar sunroof; ,2021-5-9,104751,user12
LDMZ4BXPWOE239230,5,2021-6-21,136.03,install anti-theft alarm; fix sunroof; ,2021-6-30,243904,user33
LDMZ4BXPWOE239230,151,2021-7-6,510.1,replace radiator core & ac condenser; fix a-pillar; ,2021-7-23,293848,user33
LDMZ4BXPWOE239230,97,2021-7-27,68.01,upgrade navigation system; replace diverter valve; ,2021-7-28,309279,user30
LDMZ4BXPWOE239230,183,2021-7-29,34.01,install intelligent alternator; ,2021-7-31,316837,user17
LDMZ4BXPWOE239230,171,2021-8-11,238.05,replace water pump; ,2021-8-26,320268,user30
LDMZ4BXPWOE239230,171,2021-9-10,102.02,change coolant; change steering rack; ,2021-9-17,463225,user12
LESQWAWRV7W196089,43,2020-12-20,1569.68,adjust adaptive cruise control; upgrade navigation system; ,2021-2-15,127778,user30
LESQWAWRV7W196089,12,2021-4-23,976.69,change speaker configuration; install roof spoiler; ,2021-6-21,302171,user15
LH6O7CO8LIP340892,85,2021-6-10,11.63,install intelligent alternator; ,2021-6-14,172547,user30
LH6O7CO8LIP340892,58,2021-8-10,46.53,fix rear hvac; ,2021-8-17,412909,user33
LIQR1KMIZ00707485,4,2021-7-3,85.24,replace fuel filter; install turbocharger; ,2021-7-9,7930,user15
LIQR1KMIZ00707485,12,2021-7-11,85.24,attach exterior camera; install curtain airbags; ,2021-7-29,22034,user30
LIQR1KMIZ00707485,20,2021-8-12,85.24,remove oversteer; upgrade navigation system; ,2021-8-18,147204,user13
LIQR1KMIZ00707485,2,2021-8-19,85.24,install turbocharger; attach spoiler; ,2021-8-22,155357,user33
LIQR1KMIZ00707485,1,2021-9-1,170.47,replace radiator core & ac condenser; change suspension fluid; ,2021-9-3,217129,roland
LIQR1KMIZ00707485,197,2021-9-6,1022.85,change air conditioner refrigerant; fix a-pillar; ,2021-9-20,235370,user29
LM8UDLK41OI479349,108,2021-1-13,290.94,make polarization coating; attach seat extension; ,2021-1-27,37904,user17
LM8UDLK41OI479349,154,2021-2-3,2909.42,attach seat extension; ,2021-3-20,59112,user17
LM8UDLK41OI479349,167,2021-3-21,218.21,replace liftgate window; change wheel cylinders; ,2021-4-10,66211,user15
LM8UDLK41OI479349,146,2021-4-27,72.74,fix power activated release; install smoked glass; ,2021-4-27,243872,user30
LM8UDLK41OI479349,138,2021-5-8,1091.03,adjust traction control system; change air conditioner refrigerant; ,2021-5-23,280449,user30
LM8UDLK41OI479349,81,2021-5-30,945.56,fix deceleration system; install turbocharger; ,2021-6-21,332266,user33
LM8UDLK41OI479349,66,2021-6-22,72.74,attach seat extension; fix steering damper; ,2021-6-24,335294,user30
LM8UDLK41OI479349,27,2021-7-14,2691.22,adjust running boards; install separate rear audio; ,2021-8-24,569199,user30
LM8UDLK41OI479349,85,2021-8-26,72.74,attach spoiler; ,2021-8-27,575930,user12
LMLJ20KCYXP867169,8,2021-3-14,229.9,adjust accelerator pedal linkage; adjust retractable mirrors; ,2021-4-12,1055346,user29
LMLJ20KCYXP867169,62,2021-4-14,2134.76,adjust ignition timing; change memory settings of the onboard computer; ,2021-7-11,1062619,user30
LMLJ20KCYXP867169,104,2021-7-28,591.16,fix external temperature display; change coolant; ,2021-9-2,1258389,user15
LQF5D64NCQ5461737,176,2021-6-2,14.13,upgrade navigation system; fix deceleration system; ,2021-6-3,6452,user17
LQF5D64NCQ5461737,28,2021-6-5,56.53,adjust traction control system; adjust seat belts tension; ,2021-6-8,7423,user15
LQF5D64NCQ5461737,50,2021-6-10,42.39,fix cylinder head bolts; fix deceleration system; ,2021-6-18,24680,user29
LQF5D64NCQ5461737,80,2021-6-28,42.39,prevent fuel pump shutoff; make polarization coating; ,2021-6-30,48477,user13
LQF5D64NCQ5461737,19,2021-7-8,14.13,replace ace filter; prevent fuel pump shutoff; ,2021-7-18,130045,user29
LQF5D64NCQ5461737,128,2021-7-21,56.53,install parking sensors; install dusk-sensing headlights; ,2021-7-26,154213,user13
LQF5D64NCQ5461737,100,2021-8-8,70.66,change wheel cylinders; install intelligent alternator; ,2021-8-12,225023,user33
LQF5D64NCQ5461737,5,2021-9-12,42.39,adjust block heater; remove oversteer; ,2021-9-16,412726,user17
LRMHWLY7067260293,20,2021-7-15,227.84,adjust seat belts tension; replace timing belt tensioner; ,2021-8-8,121294,user17
LRMHWLY7067260293,176,2021-8-9,202.52,replace diverter valve; replace ace filter; ,2021-8-18,130190,user30
LRMHWLY7067260293,154,2021-8-20,126.58,adjust turn signals; install active pedestrian protection system; ,2021-8-24,151808,user17
LRMHWLY7067260293,181,2021-8-30,101.26,set up auto-delay headlights; adjust accelerator pedal linkage; ,2021-9-5,168791,user17
LRMHWLY7067260293,93,2021-9-9,50.63,make polarization coating; configure audio remote control; ,2021-9-11,202598,user15
LUKTEC25L13491705,13,2021-1-31,2653.56,set up auto-delay headlights; adjust regenerative braking; ,2021-4-16,95687,user12
LUKTEC25L13491705,12,2021-4-25,34.92,prevent fuel pump shutoff; replace fuel filter; ,2021-5-3,130581,user30
LUKTEC25L13491705,15,2021-5-10,1082.37,replace stabilizer bar; adjust regenerative braking; ,2021-7-17,135607,user17
LUKTEC25L13491705,61,2021-8-8,34.92,replace stabilizer bar; replace serpentine belt; ,2021-8-8,380269,user29
LUKTEC25L13491705,43,2021-8-16,768.14,add heated windshield; install parking sensors; ,2021-9-9,459241,user15
LUKTEC25L13491705,174,2021-9-16,139.66,adjust climate control; change speaker configuration; ,2021-9-20,482615,user30
LVJGFVH42ZP066968,104,2021-2-7,253.14,improve engine performance; ,2021-3-1,104031,user12
LVJGFVH42ZP066968,93,2021-4-18,25.31,replace timing belt tensioner; add heated windshield; ,2021-4-26,403924,user29
LVJGFVH42ZP066968,172,2021-5-23,291.11,fix ventilated seats; adjust climate control; ,2021-6-14,464306,user29
LVJGFVH42ZP066968,185,2021-6-20,12.66,install intelligent alternator; replace timing belt tensioner; ,2021-6-22,516826,user12
LVJGFVH42ZP066968,140,2021-6-28,37.97,refurbish power steering; improve engine performance; ,2021-7-6,574608,user12
LVJGFVH42ZP066968,45,2021-7-11,151.88,reconfigure service reminder light; replace serpentine belt; ,2021-8-21,593643,user13
LVJGFVH42ZP066968,199,2021-9-8,12.66,install optional equipment; fix solar sunroof; ,2021-9-8,608930,user30
LVJGFVH42ZP066968,30,2021-9-12,113.91,fix power activated release; ,2021-9-20,638740,user13
LW4TX2CG6JA656800,189,2021-6-20,16.59,replace tail lights; install vanity mirrors; ,2021-6-23,150886,user15
LW4TX2CG6JA656800,62,2021-7-2,33.18,set up satellite radio; replace radiator hoses; ,2021-7-6,258519,user30
LW4TX2CG6JA656800,21,2021-8-4,16.59,attach exterior camera; install active pedestrian protection system; ,2021-8-6,525817,user33
LW4TX2CG6JA656800,145,2021-9-4,82.94,replace ace filter; fix broken tow hooks; ,2021-9-9,597824,user30
LW4TX2CG6JA656800,159,2021-9-10,82.94,upgrade navigation system; adjust retractable mirrors; ,2021-9-17,602671,user12
M7HJ4VAUP8V507732,123,2021-2-14,96.82,fix rear hvac; ,2021-3-11,259813,user12
M7HJ4VAUP8V507732,195,2021-3-28,96.82,upgrade navigation system; replace steering column lock; ,2021-3-29,396523,user13
M7HJ4VAUP8V507732,25,2021-3-31,48.41,adjust reverse tilt mirrors; set up satellite radio; ,2021-4-8,399240,user12
M7HJ4VAUP8V507732,21,2021-4-17,580.89,fix air filter restriction indicator; change brake linings; ,2021-5-4,406678,user29
M7HJ4VAUP8V507732,157,2021-5-26,1645.86,attach spoiler; ,2021-6-28,653973,user30
M7HJ4VAUP8V507732,15,2021-8-24,145.22,fix broken tow hooks; install vanity mirrors; ,2021-8-26,880040,user17
M7HJ4VAUP8V507732,63,2021-8-31,580.89,install smoked glass; change brake linings; ,2021-9-12,890760,user15
MBDGBO1V8RG307817,51,2021-5-23,104.21,add heated windshield; ,2021-5-29,45113,user30
MBDGBO1V8RG307817,134,2021-6-6,208.42,install vanity mirrors; refurbish power steering; ,2021-7-9,97670,user13
MBDGBO1V8RG307817,150,2021-7-11,625.26,change oil filter; ,2021-8-11,112433,user13
MBDGBO1V8RG307817,63,2021-8-24,26.05,adjust regenerative braking; adjust turn signals; ,2021-8-25,179446,user29
MBDGBO1V8RG307817,154,2021-8-27,286.58,adjust accelerator pedal linkage; repair shiftable automatic transmission; ,2021-9-8,185121,user15
MBDGBO1V8RG307817,19,2021-9-17,26.05,change speaker configuration; replace stabilizer bar; ,2021-9-17,272701,user29
MDSNOZYL2ZL732848,8,2021-2-11,38.54,fix broken tow hooks; reduce fuel consumption; ,2021-3-4,71502,user30
MDSNOZYL2ZL732848,67,2021-3-23,77.08,replace radiator core & ac condenser; ,2021-4-15,130861,user13
MDSNOZYL2ZL732848,151,2021-4-27,51.39,fix rear hvac; fix power activated release; ,2021-5-10,153129,user29
MDSNOZYL2ZL732848,148,2021-6-24,629.47,check drive axle boots; ,2021-9-25,535489,user29
MJB8QWUK0PM433047,143,2021-6-28,383.13,repair cooled seats; fix solar sunroof; ,2021-7-20,37755,user17
MJB8QWUK0PM433047,139,2021-7-26,133.26,replace radiator hoses; install separate rear audio; ,2021-8-10,63267,user17
MKNBPQIJ74V430424,193,2021-7-14,344.29,adjust accelerator pedal linkage; fix cylinder head bolts; ,2021-8-2,135006,roland
MKNBPQIJ74V430424,74,2021-9-13,36.24,configure universal remote control; adjust hybrid performance; ,2021-9-19,315980,user12
MO4IRL8VERY769844,131,2021-4-8,106.3,change memory settings of the onboard computer; fix deceleration system; ,2021-4-22,152016,roland
MO4IRL8VERY769844,38,2021-4-23,637.8,repair cooled seats; attach spoiler; ,2021-5-9,155767,roland
MO4IRL8VERY769844,107,2021-5-13,425.2,repair direct injection system; fix sunroof; ,2021-5-22,190634,user15
MO4IRL8VERY769844,94,2021-6-8,159.45,adjust low fuel warning indicator; change timing belt; ,2021-6-11,321598,user12
MO4IRL8VERY769844,148,2021-7-9,744.1,install vanity mirrors; replace steering column lock; ,2021-7-26,429962,user30
MO4IRL8VERY769844,170,2021-9-14,159.45,install intelligent alternator; change pcv filter/pcv valve; ,2021-9-18,995396,roland
MO4IRL8VERY769844,188,2021-9-20,212.6,install parking sensors; adjust turn signals; ,2021-9-24,1013897,user15
MRMMF0HP62P826823,95,2020-9-23,123.61,adjust accelerator pedal linkage; install smoked glass; ,2020-9-25,268539,user30
MRMMF0HP62P826823,19,2020-11-29,535.66,change oil filter; adjust hybrid performance; ,2020-12-31,876274,user12
MRMMF0HP62P826823,25,2021-1-9,164.82,reduce carbon footprint; fix deceleration system; ,2021-5-29,947851,user33
MRMMF0HP62P826823,114,2021-7-14,741.68,attach seat extension; adjust running boards; ,2021-7-31,952506,roland
MRMMF0HP62P826823,154,2021-8-23,535.66,change wheel cylinders; fix broken tow hooks; ,2021-9-5,991449,user33
MSDXHNXN7QI172357,107,2021-7-8,66.12,install parking sensors; attach exterior camera; ,2021-7-9,455858,user12
